Zip Code,latitude,longitude,City,state,Store Number,Sales,Orders,Sales Forecast,Orders Forecast,Setup Cost,Decision
4992,44.663657,-70.162677,West Farmington,ME,F56,219771,12516,128139,22892,38407,1
5001,43.672188,-72.380193,White River Junction,VT,G56,119967,45343,223013,25829,99857,0
5031,43.702242,-72.5953,Barnard,VT,H56,270065,19556,155722,34173,180519,1
5032,43.80158,-72.65776,Bethel,VT,I56,140802,45088,254283,45507,164110,0
5033,44.012176,-72.158296,Bradford,VT,J56,285646,10635,389916,15304,191455,1
5034,43.574514,-72.643229,Bridgewater,VT,K56,358577,32291,165156,13838,125623,1
5035,43.611804,-72.685996,Bridgewater Corners,VT,L56,232721,45881,275426,44893,50753,1
5036,44.023908,-72.587891,Brookfield,VT,M56,227867,34480,361775,40001,106150,1
5037,43.457741,-72.493459,Brownsville,VT,N56,190474,27335,155054,42083,191765,0
5038,43.989747,-72.454953,Chelsea,VT,O56,213149,30191,143446,27989,82297,1
5039,44.063294,-72.313078,Corinth,VT,P56,197054,33704,119326,20551,65916,0
5040,44.06988,-72.198724,East Corinth,VT,Q56,207847,28152,361950,40975,22974,1
5041,43.956596,-72.538539,East Randolph,VT,R56,180110,44829,160076,15634,139135,0
5042,44.222165,-72.096756,East Ryegate,VT,S56,312195,26684,167092,42391,142706,1
5043,43.805093,-72.204671,East Thetford,VT,T56,120618,13512,229383,35315,151707,0
5045,43.91779,-72.180112,Fairlee,VT,U56,399699,36960,197182,36557,65515,1
5046,44.232453,-72.257516,Groton,VT,V56,377523,33736,189864,36221,115324,1
5048,43.580615,-72.427711,Hartland,VT,W56,200285,17732,174055,46406,104691,1
5050,44.266812,-72.064006,Mc Indoe Falls,VT,X56,242003,32224,327672,37017,160716,1
5051,44.104485,-72.121743,Newbury,VT,Y56,206729,48730,155596,42079,126964,1
5052,43.596986,-72.359722,North Hartland,VT,Z56,177653,30663,269760,43390,183026,0
5053,43.719447,-72.489225,North Pomfret,VT,A57,201889,11045,190117,35468,142900,1
5055,43.777628,-72.323984,Norwich,VT,B57,359075,13207,317293,34700,152385,1
5056,43.508851,-72.693755,Plymouth,VT,C57,128843,22220,201471,15305,147227,0
5058,43.881263,-72.272288,Post Mills,VT,D57,290059,28216,290114,41230,195018,1
5059,43.637817,-72.427734,Quechee,VT,E57,195472,20731,238070,10862,32622,0
5060,43.967072,-72.708604,Randolph,VT,F57,318886,36714,378700,34598,129796,1
5061,43.916755,-72.570182,Randolph Center,VT,G57,326850,44627,115553,44801,136535,1
5062,43.496493,-72.599969,Reading,VT,H57,366624,39540,132722,26511,29554,1
5065,43.782477,-72.423363,Sharon,VT,I57,215681,29159,168449,10587,43283,1
5067,43.677373,-72.518063,South Pomfret,VT,J57,313555,13111,193535,18807,118450,1
5068,43.780996,-72.547512,South Royalton,VT,K57,156472,40995,262211,14624,102424,0
5069,44.204072,-72.131204,South Ryegate,VT,L57,101819,21366,222666,44558,190644,0
5070,43.851622,-72.343301,South Strafford,VT,M57,170846,20759,307912,36091,96368,0
5071,43.561557,-72.546332,South Woodstock,VT,N57,192877,19615,137373,23621,111624,0
5072,43.898928,-72.372069,Strafford,VT,O57,156036,45248,253059,47829,99174,0
5075,43.845086,-72.282536,Thetford Center,VT,P57,235774,21067,208563,35997,117241,1
5076,44.141854,-72.230959,Topsham,VT,Q57,302956,19568,240207,26614,163038,1
5077,43.908796,-72.459306,Tunbridge,VT,R57,322652,31749,338226,46253,92303,1
5079,43.956765,-72.326539,Vershire,VT,S57,115141,49169,185148,41434,79236,0
5081,44.123038,-72.065864,Wells River,VT,T57,297348,47259,114063,25006,135010,1
5083,43.918899,-72.268095,West Fairlee,VT,U57,171037,24801,315168,25302,93515,0
5084,43.729739,-72.451439,West Hartford,VT,V57,174859,45652,283477,18733,47401,0
5086,44.108949,-72.30073,West Topsham,VT,W57,258097,11222,261080,15899,84705,1
5089,43.495591,-72.442313,Windsor,VT,X57,351517,42587,172378,31686,136291,1
5091,43.630741,-72.570302,Woodstock,VT,Y57,310640,33676,316424,27734,30072,1
5101,43.182144,-72.493221,Bellows Falls,VT,Z57,207020,36263,268534,42801,123019,1
5141,43.151168,-72.569224,Cambridgeport,VT,A58,202407,44747,282560,43381,143138,1
5142,43.397517,-72.580475,Cavendish,VT,B58,158834,12836,339942,15571,119979,0
5143,43.27763,-72.640348,Chester,VT,C58,369343,15388,130113,16284,109806,1
5146,43.184942,-72.633977,Grafton,VT,D58,249112,24009,153104,37827,81777,1
5148,43.231362,-72.791008,Londonderry,VT,E58,232410,33848,121206,41705,134933,1
5149,43.380553,-72.712124,Ludlow,VT,F58,207768,46696,206349,20815,81050,1
5150,43.334435,-72.530792,North Springfield,VT,G58,242966,30615,155480,34034,105213,1
5151,43.395317,-72.496973,Perkinsville,VT,H58,293279,19226,290275,13592,100840,1
5152,43.233343,-72.938985,Peru,VT,I58,271467,48823,300135,21198,109728,1
5153,43.418436,-72.642552,Proctorsville,VT,J58,357602,16450,185315,39242,169291,1
5154,43.135197,-72.546165,Saxtons River,VT,K58,395163,37867,148236,49984,98906,1
5155,43.091967,-72.914343,South Londonderry,VT,L58,286639,42367,122895,10804,166594,1
5156,43.310627,-72.461623,Springfield,VT,M58,168914,47598,337992,11588,35483,0
5158,43.084054,-72.469725,Westminster,VT,N58,300903,24081,176228,40736,72430,1
5161,43.321441,-72.802903,Weston,VT,O58,140710,13977,274063,41567,150987,0
5201,42.869211,-73.128516,Bennington,VT,P58,320314,32373,307648,27403,90687,1
5250,43.103713,-73.173145,Arlington,VT,Q58,213567,49638,188285,45262,54293,1
5251,43.264154,-73.06367,Dorset,VT,R58,271166,37369,148386,27544,114130,1
5252,43.082047,-73.066766,East Arlington,VT,S58,173587,28219,291882,40109,41971,0
5253,43.245762,-73.002071,East Dorset,VT,T58,297479,46597,340257,36723,16239,1
5254,43.152272,-73.061422,Manchester,VT,U58,108950,49537,130807,18744,59492,0
5255,43.137652,-73.022415,Manchester Center,VT,V58,298167,31099,378297,14226,59505,1
5257,42.958719,-73.260755,North Bennington,VT,W58,389004,10403,157491,18952,171308,1
5260,42.820569,-73.274398,North Pownal,VT,X58,314069,45743,123490,40029,37431,1
5261,42.770285,-73.179047,Pownal,VT,Y58,271827,43028,283128,32447,171807,1
5262,42.97375,-73.07524,Shaftsbury,VT,Z58,155386,30208,187322,23003,112226,0
5301,42.83868,-72.659997,Brattleboro,VT,A59,183237,28779,178603,36469,134973,0
5340,43.168974,-72.972363,Bondville,VT,B59,267051,17799,387132,43111,119882,1
5341,42.974544,-72.801051,East Dover,VT,C59,146820,48244,284729,16219,19479,0
5342,42.777497,-72.794821,Jacksonville,VT,D59,178613,32651,149234,26199,166170,0
5343,43.102664,-72.820014,Jamaica,VT,E59,100234,22639,251056,19022,152743,0
5345,42.987266,-72.684706,Newfane,VT,F59,228376,42197,198540,17400,177257,1
5346,43.037688,-72.536522,Putney,VT,G59,248237,20571,155719,42087,80996,1
5350,42.790943,-72.97264,Readsboro,VT,H59,303923,18298,170793,39113,137263,1
5352,42.808047,-73.076277,Stamford,VT,I59,285542,39795,133391,40384,99955,1
5353,43.07105,-72.682202,Townshend,VT,J59,173202,16407,126559,39555,126912,0
5354,42.764133,-72.522086,Vernon,VT,K59,180873,11559,188388,18056,148890,0
5355,43.019478,-72.812148,Wardsboro,VT,L59,334908,11435,285039,16545,96407,1
5356,42.975529,-72.864581,West Dover,VT,M59,117630,20343,387491,34043,94027,0
5358,42.773345,-72.705469,West Halifax,VT,N59,234346,13004,282329,12856,89345,1
5359,43.153086,-72.715918,West Townshend,VT,O59,144443,34097,235171,44699,123966,0
5360,43.000119,-72.946971,West Wardsboro,VT,P59,165509,17704,185177,49748,107341,0
5361,42.780694,-72.879131,Whitingham,VT,Q59,337082,49146,313300,26540,41252,1
5362,42.93522,-72.659896,Williamsville,VT,R59,116128,38416,326098,13980,105646,0
5363,42.882781,-72.893126,Wilmington,VT,S59,157684,39583,334078,11342,103141,0
5401,44.476621,-73.209998,Burlington,VT,T59,113560,18890,351705,12452,58652,0
5403,44.444866,-73.173468,South Burlington,VT,U59,181176,19924,171461,35923,29282,0
5404,44.495587,-73.184857,Winooski,VT,V59,185948,42705,358366,32330,109732,0
5405,44.473735,-73.19561,Burlington,VT,W59,376232,41899,161649,19617,116074,1
5408,44.511852,-73.249611,Burlington,VT,X59,139066,23348,290517,47006,58929,0
5439,44.494527,-73.16527,Colchester,VT,Y59,359395,26863,191446,33288,134208,1
5440,44.957882,-73.291974,Alburgh,VT,Z59,129995,40165,236744,42285,57100,0
5441,44.805549,-72.720243,Bakersfield,VT,A60,370034,12616,110896,29387,20479,1
5442,44.757187,-72.671334,Belvidere Center,VT,B60,127212,26675,395650,28453,123160,0
5443,44.139443,-73.03993,Bristol,VT,C60,156521,38702,125557,19460,33852,0
5444,44.649728,-72.896957,Cambridge,VT,D60,101356,34806,306445,41188,70568,0
5445,44.309955,-73.220978,Charlotte,VT,E60,223407,47677,397554,34897,20142,1
5446,44.541259,-73.184415,Colchester,VT,F60,219276,23312,301142,49106,87621,1
5447,44.932454,-72.701892,East Berkshire,VT,G60,134004,33835,146304,45797,21672,0
5448,44.750291,-72.900865,East Fairfield,VT,H60,378998,45619,287113,37858,78554,1
5450,44.894578,-72.795246,Enosburg Falls,VT,I60,166720,29334,111962,26197,60462,0
5452,44.538624,-73.050223,Essex Junction,VT,J60,216424,47991,345018,46191,171177,1
5454,44.710289,-73.028877,Fairfax,VT,K60,322696,42369,234031,11679,73416,1
5455,44.801687,-72.967393,Fairfield,VT,L60,273755,22875,136119,25036,96006,1
5456,44.221416,-73.264595,Ferrisburgh,VT,M60,361260,13088,236157,21303,159207,1
5457,44.958733,-72.922009,Franklin,VT,N60,344996,34011,239025,25981,125370,1
5458,44.717847,-73.307486,Grand Isle,VT,O60,275734,18034,251022,16848,32576,1
5459,44.95006,-73.005367,Highgate Center,VT,P60,347106,15671,127710,49860,193977,1
5461,44.332701,-73.087409,Hinesburg,VT,Q60,341090,26517,148564,31402,153435,1
5462,44.312539,-72.952108,Huntington,VT,R60,136756,49372,330653,41823,122888,0
5463,44.871325,-73.3492,Isle La Motte,VT,S60,208995,20011,211519,12570,153713,1
5464,44.646262,-72.818997,Jeffersonville,VT,T60,338454,39383,286937,23838,138219,1
5465,44.464175,-72.951057,Jericho,VT,U60,207583,29656,169654,41295,63857,1
5468,44.657371,-73.144488,Milton,VT,V60,309902,45046,144746,44676,55023,1
5471,44.828065,-72.578206,Montgomery Center,VT,W60,252911,35979,260881,33059,155245,1
5472,44.102761,-73.155209,New Haven,VT,X60,373986,38711,203965,19624,38949,1
5473,44.241936,-73.194663,North Ferrisburgh,VT,Y60,101976,43037,378496,13175,199618,0
5474,44.787732,-73.297992,North Hero,VT,Z60,127737,37357,115158,39991,142650,0
5476,44.955228,-72.643138,Richford,VT,A61,135041,17685,227735,20060,174386,0
5477,44.416769,-72.962422,Richmond,VT,B61,263156,46218,144428,45073,163722,1
5478,44.808422,-73.082507,Saint Albans,VT,C61,345862,24324,288246,25275,187370,1
5481,44.772921,-73.205391,Saint Albans Bay,VT,D61,377816,41843,106446,44165,184870,1
5482,44.380662,-73.211006,Shelburne,VT,E61,259933,40816,309132,38432,19283,1
5483,44.889912,-72.963139,Sheldon,VT,F61,288028,18379,294055,31057,44063,1
5485,44.900339,-72.970903,Sheldon Springs,VT,G61,103431,18982,192225,15395,73718,0
5486,44.642247,-73.30774,South Hero,VT,H61,224545,23625,285561,17751,93697,1
5487,44.210341,-72.993405,Starksboro,VT,I61,293429,21139,332451,14792,164478,1
5488,44.921329,-73.125393,Swanton,VT,J61,359161,33923,105543,42908,196825,1
5489,44.570909,-72.901598,Underhill,VT,K61,193812,44491,299753,45439,189363,0
5491,44.111961,-73.310796,Vergennes,VT,L61,340518,26737,355667,41104,148228,1
5492,44.737637,-72.761773,Waterville,VT,M61,331020,36474,141273,14574,54499,1
5494,44.607422,-73.003642,Westford,VT,N61,110502,49542,258471,31171,135911,0
5495,44.429066,-73.096243,Williston,VT,O61,277574,36154,356966,28627,141948,1
5602,44.274953,-72.609475,Montpelier,VT,P61,299091,18548,241733,21304,64033,1
5640,44.34188,-72.499842,Adamant,VT,Q61,313193,46370,387747,28968,74419,1
5641,44.188842,-72.472172,Barre,VT,R61,238550,43418,240653,20408,107497,1
5647,44.409482,-72.259129,Cabot,VT,S61,262009,38973,395255,38425,108350,1
5648,44.383292,-72.492477,Calais,VT,T61,394341,20109,198939,18403,53654,1
5649,44.166555,-72.3466,East Barre,VT,U61,329517,44820,225388,47951,107650,1
5650,44.384616,-72.435941,East Calais,VT,V61,323972,18827,107997,19917,39599,1
5651,44.282307,-72.489262,East Montpelier,VT,W61,135604,41682,109694,15980,109890,0
5652,44.723753,-72.610965,Eden,VT,X61,197758,36507,110529,29564,44618,0
5653,44.714895,-72.47274,Eden Mills,VT,Y61,346707,46594,383448,15634,154082,1
5654,44.140286,-72.475659,Graniteville,VT,Z61,387495,27732,221540,22486,146147,1
5655,44.624262,-72.570417,Hyde Park,VT,A62,228491,19764,213814,38142,139916,1
5656,44.648124,-72.68884,Johnson,VT,B62,310278,40970,300416,26247,111189,1
5657,44.535509,-72.52672,Lake Elmore,VT,C62,119037,36213,143277,10119,70526,0
5658,44.364724,-72.35483,Marshfield,VT,D62,286283,41533,352881,32658,189558,1
5660,44.253995,-72.734479,Moretown,VT,E62,291921,29892,194143,34689,149202,1
5661,44.532336,-72.620258,Morrisville,VT,F62,144000,39766,388365,49178,117391,0
5663,44.147613,-72.691275,Northfield,VT,G62,317244,37311,204847,45327,25425,1
5664,44.167173,-72.653138,Northfield Falls,VT,H62,319664,34509,264039,13902,103491,1
5667,44.269042,-72.38887,Plainfield,VT,I62,188903,19819,130919,46398,185868,0
5669,44.054111,-72.712962,Roxbury,VT,J62,194091,22306,140985,15346,43242,0
5672,44.491806,-72.712611,Stowe,VT,K62,376209,33146,179806,37873,130728,1
5673,44.198969,-72.840833,Waitsfield,VT,L62,357163,12653,254173,23001,179065,1
5674,44.112526,-72.874028,Warren,VT,M62,321073,43758,246060,38827,146832,1
5675,44.076165,-72.422633,Washington,VT,N62,312643,38899,344143,39266,71096,1
5676,44.295598,-72.826991,Waterbury,VT,O62,154227,30440,155273,11598,197599,0
5677,44.4083,-72.709972,Waterbury Center,VT,P62,231720,34945,221557,17827,165029,1
5678,44.156758,-72.475424,Websterville,VT,Q62,151080,17892,163369,20394,116591,0
5679,44.108944,-72.531912,Williamstown,VT,R62,100029,11078,116252,27035,51525,0
5680,44.540596,-72.471939,Wolcott,VT,S62,183748,22404,373593,27100,187441,0
5681,44.458081,-72.379134,Woodbury,VT,T62,153214,14199,309591,35383,82750,0
5682,44.393305,-72.56349,Worcester,VT,U62,271834,42383,217174,27289,155745,1
5701,43.624577,-72.910204,Rutland,VT,V62,139233,21040,132841,47257,159887,0
5730,43.437589,-72.788657,Belmont,VT,W62,310808,16577,290896,17903,73706,1
5732,43.643813,-73.210774,Bomoseen,VT,X62,291666,15575,139281,21813,77693,1
5733,43.810474,-73.09028,Brandon,VT,Y62,246346,34327,228765,21142,62082,1
5734,43.981724,-73.331937,Bridport,VT,Z62,299606,15772,307181,12951,54658,1
5735,43.635473,-73.16776,Castleton,VT,A63,207545,29481,372856,35458,50052,1
5736,43.633443,-73.008486,Center Rutland,VT,B63,241803,39680,263138,10355,110662,1
5737,43.773182,-72.905861,Chittenden,VT,C63,251070,32389,213086,11615,171362,1
5738,43.523441,-72.860171,Cuttingsville,VT,D63,100799,46968,339483,49883,26505,0
5739,43.342621,-73.000196,Danby,VT,E63,311104,48968,363842,38035,119694,1
5740,43.971751,-73.105275,East Middlebury,VT,F63,382541,33395,148366,15648,163676,1
5742,43.419653,-72.910801,East Wallingford,VT,G63,262815,42648,155207,49902,98842,1
5743,43.67733,-73.304926,Fair Haven,VT,H63,111396,38843,161687,21991,89855,0
5744,43.694013,-73.080457,Florence,VT,I63,121534,43592,385491,45871,137186,0
5747,44.005291,-72.841314,Granville,VT,J63,228931,38682,194445,47179,69092,1
5748,43.905325,-72.918146,Hancock,VT,K63,390312,13681,239924,10250,184293,1
5751,43.657594,-72.784406,Killington,VT,L63,127798,24006,311111,21878,115449,0
5753,43.997783,-73.178295,Middlebury,VT,M63,183871,21206,161346,26080,74877,0
5757,43.480102,-73.123641,Middletown Springs,VT,N63,274330,42319,103095,10454,123799,1
5758,43.450789,-72.757786,Mount Holly,VT,O63,382813,13121,296019,39762,188479,1
5759,43.532111,-72.964801,North Clarendon,VT,P63,201451,42995,235984,43717,37984,1
5760,43.800615,-73.289701,Orwell,VT,Q63,289560,35263,369164,41009,174657,1
5761,43.360927,-73.151758,Pawlet,VT,R63,353117,23815,377913,35321,42706,1
5762,43.804081,-72.836973,Pittsfield,VT,S63,126062,28069,242878,33118,122222,0
5763,43.730204,-72.99523,Pittsford,VT,T63,296107,38488,365747,26955,31341,1
5764,43.539935,-73.189193,Poultney,VT,U63,214676,26509,265187,32828,89372,1
5765,43.651666,-73.034649,Proctor,VT,V63,188390,31101,345827,14497,147415,0
5766,43.984937,-72.996775,Ripton,VT,W63,125602,11381,324872,19811,154801,0
5767,43.879408,-72.831685,Rochester,VT,X63,337635,26220,327198,36819,184460,1
5769,43.932071,-73.119822,Salisbury,VT,Y63,188270,21187,287444,20992,163456,0
5770,43.881953,-73.324504,Shoreham,VT,Z63,328726,30455,152907,38869,116341,1
5772,43.750797,-72.760914,Stockbridge,VT,A64,383024,24667,261813,12966,18777,1
5773,43.420109,-72.987065,Wallingford,VT,B64,178878,10632,148518,30444,54979,0
5774,43.442986,-73.191086,Wells,VT,C64,256414,45290,166979,48176,102786,1
5775,43.365956,-73.228386,West Pawlet,VT,D64,110679,38041,173052,19957,65851,0
5776,43.252854,-73.197348,West Rupert,VT,E64,393960,44485,121878,14327,119857,1
5777,43.556449,-73.048787,West Rutland,VT,F64,374654,38456,170662,16421,115891,1
5778,43.876421,-73.212536,Whiting,VT,G64,182466,32043,352079,19940,61848,0
5819,44.404737,-71.983075,Saint Johnsbury,VT,H64,345602,18207,177885,37674,31091,1
5820,44.763124,-72.375244,Albany,VT,I64,267976,22504,229981,18311,188418,1
5821,44.311345,-72.114854,Barnet,VT,J64,284562,36621,120307,40211,56656,1
5822,44.751643,-72.140274,Barton,VT,K64,182658,31923,233861,38724,129903,0
5824,44.439085,-71.826104,Concord,VT,L64,100849,42756,257386,15329,79669,0
5825,44.862501,-72.244465,Coventry,VT,M64,183776,43689,152654,33133,50883,0
5826,44.647727,-72.402091,Craftsbury,VT,N64,214667,14427,380672,37766,146789,1
5827,44.676898,-72.362504,Craftsbury Common,VT,O64,323659,31732,220378,31078,35193,1
5828,44.437504,-72.124822,Danville,VT,P64,178521,48195,137580,20028,85932,0
5829,44.96721,-72.068265,Derby,VT,Q64,299910,12514,181879,28037,66829,1
5830,44.9721,-71.986969,Derby Line,VT,R64,255267,35887,307744,36538,90311,1
5832,44.578371,-71.917466,East Burke,VT,S64,347497,14099,138597,16890,112109,1
5833,44.842157,-71.958546,East Charleston,VT,T64,338004,17851,389222,42943,79477,1
5836,44.511564,-72.266145,East Hardwick,VT,U64,378454,32000,292593,21305,20631,1
5837,44.663809,-71.805296,East Haven,VT,V64,363665,40943,159493,36453,195987,1
5839,44.673683,-72.207014,Glover,VT,W64,372909,40674,141364,44124,19445,1
5841,44.60767,-72.288602,Greensboro,VT,X64,314651,17385,254366,42135,183749,1
5842,44.558929,-72.231568,Greensboro Bend,VT,Y64,290402,23530,198909,41758,115056,1
5843,44.518714,-72.348965,Hardwick,VT,Z64,138595,41768,339270,38705,84901,0
5845,44.800772,-72.290572,Irasburg,VT,A65,339996,46991,371728,38969,92954,1
5846,44.800887,-71.862687,Island Pond,VT,B65,197216,34668,132312,22350,150738,0
5847,44.793437,-72.458451,Lowell,VT,C65,155029,28916,278247,22561,77295,0
5850,44.541247,-72.014699,Lyndon Center,VT,D65,220994,13953,124272,17826,89531,1
5851,44.557132,-72.08059,Lyndonville,VT,E65,208311,15442,322497,45418,173721,1
5853,44.895936,-71.941265,Morgan,VT,F65,188831,11924,209536,16460,196018,0
5855,44.927131,-72.192236,Newport,VT,G65,224379,41834,209605,34085,93230,1
5857,44.928911,-72.3127,Newport Center,VT,H65,295816,29093,234882,48339,129738,1
5858,44.558787,-71.816917,North Concord,VT,I65,261986,20092,330595,17177,159079,1
5859,44.966671,-72.443035,North Troy,VT,J65,344040,19565,378806,38052,80522,1
5860,44.80266,-72.103996,Orleans,VT,K65,354575,40860,310536,35790,17304,1
5862,44.318185,-72.216116,Peacham,VT,L65,285234,19837,353518,16919,141651,1
5866,44.640739,-72.110885,Sheffield,VT,M65,315253,18718,392464,37712,121518,1
5867,44.665071,-72.035973,Sutton,VT,N65,343196,12233,337481,43475,198681,1
5868,44.902125,-72.377929,Troy,VT,O65,129130,23732,108269,28760,12328,0
5871,44.689305,-71.936955,West Burke,VT,P65,156655,24449,179816,13552,190222,0
5872,44.868527,-72.048033,West Charleston,VT,Q65,214805,25981,110911,23196,130338,1
5873,44.42338,-72.195095,West Danville,VT,R65,224991,18937,220221,34416,61069,1
5874,44.883474,-72.484958,Westfield,VT,S65,399488,44679,385391,29309,161754,1
5875,44.709849,-72.246956,West Glover,VT,T65,383528,18943,186059,24961,89136,1
5901,44.94081,-71.654783,Averill,VT,U65,318260,46165,218510,43292,14723,1
5902,45.009587,-71.487927,Beecher Falls,VT,V65,149531,34796,288794,16491,165144,0
5903,44.935091,-71.588009,Canaan,VT,W65,149729,26330,272154,48643,116601,0
5904,44.416217,-71.70654,Gilman,VT,X65,110213,19294,357959,37948,36231,0
5905,44.702095,-71.679481,Guildhall,VT,Y65,266741,46936,256392,33816,37681,1
5906,44.470995,-71.705947,Lunenburg,VT,Z65,127776,19142,382689,39367,23530,0
5907,44.911161,-71.818697,Norton,VT,A66,357266,20703,229129,34133,91991,1
6001,41.787159,-72.852046,Avon,CT,B66,112689,23211,279003,12440,137476,0
6002,41.84493,-72.740951,Bloomfield,CT,C66,358940,36838,103986,28233,47840,1
6010,41.681578,-72.940749,Bristol,CT,D66,241499,45583,115556,31553,134887,1
6013,41.749079,-72.948657,Burlington,CT,E66,219116,13450,298378,46523,106108,1
6016,41.901899,-72.547432,Broad Brook,CT,F66,139006,12626,253174,27279,173924,0
6018,42.024629,-73.309616,Canaan,CT,G66,384668,48926,243481,32270,15404,1
6019,41.857508,-72.902765,Canton,CT,H66,126437,45464,150522,17828,146209,0
6020,41.834618,-72.928722,Canton Center,CT,I66,218634,16507,328036,30625,44909,1
6021,42.017229,-73.104821,Colebrook,CT,J66,129408,35133,155417,45367,110664,0
6022,41.865433,-72.927326,Collinsville,CT,K66,233189,32379,366127,38328,168265,1
6023,41.61259,-72.720095,East Berlin,CT,L66,338240,12723,274277,47759,107748,1
6024,42.012137,-73.274264,East Canaan,CT,M66,154178,19138,232527,26766,10278,0
6026,41.929719,-72.745378,East Granby,CT,N66,351674,49354,292370,30691,66347,1
6027,42.00493,-72.915699,East Hartland,CT,O66,146557,21471,189518,21048,106380,0
6029,41.914149,-72.445568,Ellington,CT,P66,220459,29920,222388,34079,183307,1
6031,41.955257,-73.316785,Falls Village,CT,Q66,379389,16589,106754,27810,185714,1
6032,41.731051,-72.857096,Farmington,CT,R66,282167,45608,350700,11491,74944,1
6033,41.707463,-72.538932,Glastonbury,CT,S66,103170,26048,159015,47771,98342,0
6035,41.960682,-72.803846,Granby,CT,T66,116190,33884,148178,16981,183964,0
6037,41.605477,-72.778459,Berlin,CT,U66,305276,10154,379980,27342,76099,1
6039,41.952698,-73.458626,Lakeville,CT,V66,273663,10417,253450,41299,98857,1
6040,41.761415,-72.525608,Manchester,CT,W66,260126,37896,331112,28630,165276,1
6042,41.802752,-72.521008,Manchester,CT,X66,394990,20571,123407,27949,103705,1
6043,41.764589,-72.437575,Bolton,CT,Y66,251540,13816,270842,10297,97937,1
6051,41.665141,-72.769832,New Britain,CT,Z66,175973,12336,182800,31818,127775,0
6052,41.655568,-72.803107,New Britain,CT,A67,111025,35192,323955,34320,55650,0
6053,41.688039,-72.793469,New Britain,CT,B67,106865,25786,370412,47822,76865,0
6057,41.841053,-72.998664,New Hartford,CT,C67,356254,16786,352558,47212,24986,1
6058,41.969922,-73.178473,Norfolk,CT,D67,312353,33592,154635,36363,142844,1
6059,41.957029,-72.942485,North Canton,CT,E67,252754,46015,142773,33816,106640,1
6060,42.009151,-72.847465,North Granby,CT,F67,306438,44549,125408,22608,66750,1
6061,41.8756,-72.96684,Pine Meadow,CT,G67,377397,32308,359587,20501,138533,1
6062,41.673639,-72.859729,Plainville,CT,H67,237485,19648,339998,19677,10155,1
6063,41.925197,-72.971286,Barkhamsted,CT,I67,173752,15405,342996,14899,130451,0
6065,41.974651,-73.007676,Riverton,CT,J67,330280,28429,136347,31449,192025,1
6066,41.837561,-72.45904,Vernon Rockville,CT,K67,389503,34006,215511,18314,92162,1
6067,41.656624,-72.661779,Rocky Hill,CT,L67,307186,22501,245511,23794,66127,1
6068,42.007238,-73.422228,Salisbury,CT,M67,301934,10027,189193,49297,114517,1
6069,41.860763,-73.449215,Sharon,CT,N67,317559,37694,209324,24083,154199,1
6070,41.875857,-72.809376,Simsbury,CT,O67,334918,46861,174257,45772,117085,1
6071,41.992633,-72.453725,Somers,CT,P67,144925,14599,158187,34009,147357,0
6073,41.664442,-72.55504,South Glastonbury,CT,Q67,303756,48651,373293,12895,35735,1
6074,41.83809,-72.577836,South Windsor,CT,R67,341077,41835,269973,35809,71275,1
6076,41.984442,-72.263453,Stafford Springs,CT,S67,388920,30396,168939,33385,120272,1
6078,41.991611,-72.651744,Suffield,CT,T67,141163,12596,325650,10941,169445,0
6081,41.905187,-72.772551,Tariffville,CT,U67,183502,35483,199085,34312,35142,0
6082,41.983993,-72.555553,Enfield,CT,V67,156865,44145,391876,40457,58082,0
6084,41.883019,-72.358869,Tolland,CT,W67,166553,36821,127472,32492,176845,0
6085,41.748955,-72.889415,Unionville,CT,X67,122457,31175,357704,49400,31264,0
6088,41.917911,-72.583371,East Windsor,CT,Y67,179758,44650,395800,35803,131514,0
6089,41.833424,-72.824618,Weatogue,CT,Z67,138711,19301,203011,13871,195213,0
6090,41.946484,-72.863185,West Granby,CT,A68,256543,32398,252190,19377,29892,1
6091,42.026504,-72.980213,West Hartland,CT,B68,309374,37239,147704,39056,79581,1
6092,41.873452,-72.860524,West Simsbury,CT,C68,286531,27475,119315,30633,148839,1
6093,42.013232,-72.71737,West Suffield,CT,D68,215919,20189,122322,25738,43354,1
6095,41.871037,-72.675082,Windsor,CT,E68,394554,26690,100186,42255,35362,1
6096,41.92763,-72.659703,Windsor Locks,CT,F68,145567,41465,302136,42852,54870,0
6098,41.956189,-73.086364,Winsted,CT,G68,314872,49544,226428,20709,33218,1
6103,41.767208,-72.674257,Hartford,CT,H68,256213,36288,398052,28564,71232,1
6105,41.774705,-72.705037,Hartford,CT,I68,172434,35320,246826,40276,11878,0
6106,41.748587,-72.696006,Hartford,CT,J68,132596,31961,261195,15618,60461,0
6107,41.752304,-72.758098,West Hartford,CT,K68,378197,25078,211266,23971,186112,1
6108,41.780375,-72.623945,East Hartford,CT,L68,205603,31728,374572,41813,71486,1
6109,41.702484,-72.669301,Wethersfield,CT,M68,138873,47806,329426,13758,170855,0
6110,41.732683,-72.733603,West Hartford,CT,N68,283934,10785,347735,21656,91550,1
6111,41.686993,-72.730839,Newington,CT,O68,194260,36137,305186,44883,167221,0
6112,41.793336,-72.695823,Hartford,CT,P68,267246,39919,214743,16497,163415,1
6114,41.740854,-72.670695,Hartford,CT,Q68,326766,39344,117431,25362,99770,1
